Year,Gender,Age_Group,Employment_Status,Average_Employed
1993,Female,35-39 years,Unemployed total,38.99981288
1993,Female,40-44 years,Employed full time,248.3666704
1993,Female,40-44 years,Employed part time,186.5472337
1993,Female,40-44 years,Not in the labour force  (NILF) ,179.0667789
1993,Female,40-44 years,Unemployed total,32.53281703
1993,Female,45-49 years,Employed full time,224.8584386
1993,Female,45-49 years,Employed part time,151.9393392
1993,Female,45-49 years,Not in the labour force  (NILF) ,168.89078
1993,Female,45-49 years,Unemployed total,26.02360884
1993,Female,50-54 years,Employed full time,137.9708561
1993,Female,50-54 years,Employed part time,99.64178994
1993,Female,50-54 years,Not in the labour force  (NILF) ,179.5807707
1993,Female,50-54 years,Unemployed total,17.6553333
1993,Female,55-59 years,Employed full time,67.90887101
1993,Female,55-59 years,Employed part time,62.32636159
1993,Female,55-59 years,Not in the labour force  (NILF) ,237.4872814
1993,Female,55-59 years,Unemployed total,7.865402683
1993,Female,60-64 years,Employed full time,24.97983074
1993,Female,60-64 years,Employed part time,28.13124083
1993,Female,60-64 years,Not in the labour force  (NILF) ,304.5673145
1993,Female,60-64 years,Unemployed total,1.3317806
1993,Female,15-24 years,Employed full time,423.5508889
1993,Female,15-24 years,Employed part time,302.9946589
1993,Female,15-24 years,Not in the labour force  (NILF) ,457.856982
1993,Female,15-24 years,Unemployed total,151.2782202
1993,Female,25-34 years,Employed full time,543.5668342
1993,Female,25-34 years,Employed part time,292.7597993
1993,Female,25-34 years,Not in the labour force  (NILF) ,485.7843627
1993,Female,25-34 years,Unemployed total,85.06442053
1993,Female,35-44 years,Employed full time,473.0166773
1993,Female,35-44 years,Employed part time,391.5195719
1993,Female,35-44 years,Not in the labour force  (NILF) ,397.1189542
1993,Female,35-44 years,Unemployed total,71.53262992
1993,Female,45-54 years,Employed full time,362.8292947
1993,Female,45-54 years,Employed part time,251.5811291
1993,Female,45-54 years,Not in the labour force  (NILF) ,348.4715507
1993,Female,45-54 years,Unemployed total,43.67894213
1993,Female,55-64 years,Employed full time,92.88870175
1993,Female,55-64 years,Employed part time,90.4576024
1993,Female,55-64 years,Not in the labour force  (NILF) ,542.0545959
1993,Female,55-64 years,Unemployed total,9.1971833
1993,Female,15-64 years,Employed full time,1895.852397
1993,Female,15-64 years,Employed part time,1329.312761
1993,Female,15-64 years,Not in the labour force  (NILF) ,2231.286446
1993,Female,15-64 years,Unemployed total,360.7513961
1993,Female,65 years and over,Employed full time,8.573017208
1993,Female,65 years and over,Employed part time,16.36441654
1993,Female,65 years and over,Not in the labour force  (NILF) ,1142.088189
1993,Female,65 years and over,Unemployed total,0.267543533
1994,Female,15-19 years,Employed full time,86.42473778
1994,Female,15-19 years,Employed part time,188.8134128
1994,Female,15-19 years,Not in the labour force  (NILF) ,261.9195404
1994,Female,15-19 years,Unemployed total,82.28989233
1994,Female,20-24 years,Employed full time,345.6321169
1994,Female,20-24 years,Employed part time,134.3132236
1994,Female,20-24 years,Not in the labour force  (NILF) ,159.8193298
1994,Female,20-24 years,Unemployed total,64.58091307
1994,Female,25-29 years,Employed full time,320.6841295
1994,Female,25-29 years,Employed part time,115.7230405
1994,Female,25-29 years,Not in the labour force  (NILF) ,201.8286007
1994,Female,25-29 years,Unemployed total,38.75572929
1994,Female,30-34 years,Employed full time,242.8778186
1994,Female,30-34 years,Employed part time,182.4091463
1994,Female,30-34 years,Not in the labour force  (NILF) ,266.0681597
1994,Female,30-34 years,Unemployed total,39.16645878
1994,Female,35-39 years,Employed full time,221.2965285
1994,Female,35-39 years,Employed part time,214.1172902
1994,Female,35-39 years,Not in the labour force  (NILF) ,223.1496792
1994,Female,35-39 years,Unemployed total,37.89333555
1994,Female,40-44 years,Employed full time,251.3373297
1994,Female,40-44 years,Employed part time,195.2979347
1994,Female,40-44 years,Not in the labour force  (NILF) ,177.5649094
1994,Female,40-44 years,Unemployed total,31.19232623
1994,Female,45-49 years,Employed full time,231.5069089
1994,Female,45-49 years,Employed part time,160.0479425
1994,Female,45-49 years,Not in the labour force  (NILF) ,179.0608313
1994,Female,45-49 years,Unemployed total,24.26315063
1994,Female,50-54 years,Employed full time,147.7993731
1994,Female,50-54 years,Employed part time,107.0828419
1994,Female,50-54 years,Not in the labour force  (NILF) ,180.496524
1994,Female,50-54 years,Unemployed total,17.66859433
1994,Female,55-59 years,Employed full time,73.70265689
1994,Female,55-59 years,Employed part time,65.30239648
1994,Female,55-59 years,Not in the labour force  (NILF) ,235.7490279
1994,Female,55-59 years,Unemployed total,10.18708539
1994,Female,60-64 years,Employed full time,23.39368518
1994,Female,60-64 years,Employed part time,31.22144443
1994,Female,60-64 years,Not in the labour force  (NILF) ,300.2082633
1994,Female,60-64 years,Unemployed total,1.260607075
1994,Female,15-24 years,Employed full time,432.0568547
1994,Female,15-24 years,Employed part time,323.1266364
1994,Female,15-24 years,Not in the labour force  (NILF) ,421.7388702
1994,Female,15-24 years,Unemployed total,146.8708054
1994,Female,25-34 years,Employed full time,563.5619481
1994,Female,25-34 years,Employed part time,298.1321868
1994,Female,25-34 years,Not in the labour force  (NILF) ,467.8967604
1994,Female,25-34 years,Unemployed total,77.92218805
1994,Female,35-44 years,Employed full time,472.6338581
1994,Female,35-44 years,Employed part time,409.4152249
1994,Female,35-44 years,Not in the labour force  (NILF) ,400.7145886
1994,Female,35-44 years,Unemployed total,69.08566177
1994,Female,45-54 years,Employed full time,379.3062821
1994,Female,45-54 years,Employed part time,267.1307843
1994,Female,45-54 years,Not in the labour force  (NILF) ,359.5573553
1994,Female,45-54 years,Unemployed total,41.93174495
1994,Female,55-64 years,Employed full time,97.09634207
1994,Female,55-64 years,Employed part time,96.52384088
1994,Female,55-64 years,Not in the labour force  (NILF) ,535.9572913
1994,Female,55-64 years,Unemployed total,11.44769247
1994,Female,15-64 years,Employed full time,1944.655285
1994,Female,15-64 years,Employed part time,1394.328673
1994,Female,15-64 years,Not in the labour force  (NILF) ,2185.864866
1994,Female,15-64 years,Unemployed total,347.2580926
1994,Female,65 years and over,Employed full time,10.12368416
1994,Female,65 years and over,Employed part time,17.94596119
1994,Female,65 years and over,Not in the labour force  (NILF) ,1162.201874
1994,Female,65 years and over,Unemployed total,0.490647017
1995,Female,15-19 years,Employed full time,85.89981875
1995,Female,15-19 years,Employed part time,207.4755605
1995,Female,15-19 years,Not in the labour force  (NILF) ,248.226792
1995,Female,15-19 years,Unemployed total,74.25766217
1995,Female,20-24 years,Employed full time,340.7234592
1995,Female,20-24 years,Employed part time,143.616987
1995,Female,20-24 years,Not in the labour force  (NILF) ,151.5007071
1995,Female,20-24 years,Unemployed total,61.26401333
1995,Female,25-29 years,Employed full time,324.5024444
1995,Female,25-29 years,Employed part time,121.5654606
1995,Female,25-29 years,Not in the labour force  (NILF) ,203.224539
1995,Female,25-29 years,Unemployed total,35.52355611
1995,Female,30-34 years,Employed full time,250.8700816
1995,Female,30-34 years,Employed part time,191.2898341
1995,Female,30-34 years,Not in the labour force  (NILF) ,251.0631374
1995,Female,30-34 years,Unemployed total,33.20628024
1995,Female,35-39 years,Employed full time,237.5080903
1995,Female,35-39 years,Employed part time,221.5469107
1995,Female,35-39 years,Not in the labour force  (NILF) ,219.4084548
1995,Female,35-39 years,Unemployed total,31.62287751
1995,Female,40-44 years,Employed full time,262.6081152
1995,Female,40-44 years,Employed part time,200.1947631
1995,Female,40-44 years,Not in the labour force  (NILF) ,174.3399587
1995,Female,40-44 years,Unemployed total,28.2904963
1995,Female,45-49 years,Employed full time,251.1701064
1995,Female,45-49 years,Employed part time,170.0575728
1995,Female,45-49 years,Not in the labour force  (NILF) ,170.8023501
1995,Female,45-49 years,Unemployed total,23.44405397
1995,Female,50-54 years,Employed full time,164.8576398
1995,Female,50-54 years,Employed part time,113.4441428
1995,Female,50-54 years,Not in the labour force  (NILF) ,182.5008079
1995,Female,50-54 years,Unemployed total,14.01457621
1995,Female,55-59 years,Employed full time,78.41827952
1995,Female,55-59 years,Employed part time,70.36564077
1995,Female,55-59 years,Not in the labour force  (NILF) ,238.1555536
1995,Female,55-59 years,Unemployed total,7.713942825
1995,Female,60-64 years,Employed full time,24.35491063
1995,Female,60-64 years,Employed part time,31.90611655
1995,Female,60-64 years,Not in the labour force  (NILF) ,298.0046546
1995,Female,60-64 years,Unemployed total,1.063318258
1995,Female,15-24 years,Employed full time,426.623278
1995,Female,15-24 years,Employed part time,351.0925475
1995,Female,15-24 years,Not in the labour force  (NILF) ,399.7274991
1995,Female,15-24 years,Unemployed total,135.5216755
1995,Female,25-34 years,Employed full time,575.372526
1995,Female,25-34 years,Employed part time,312.8552946
1995,Female,25-34 years,Not in the labour force  (NILF) ,454.2876764
1995,Female,25-34 years,Unemployed total,68.72983635
1995,Female,35-44 years,Employed full time,500.1162055
1995,Female,35-44 years,Employed part time,421.7416739
1995,Female,35-44 years,Not in the labour force  (NILF) ,393.7484135
1995,Female,35-44 years,Unemployed total,59.91337383
1995,Female,45-54 years,Employed full time,416.0277462
1995,Female,45-54 years,Employed part time,283.5017155
1995,Female,45-54 years,Not in the labour force  (NILF) ,353.303158
1995,Female,45-54 years,Unemployed total,37.4586302
1995,Female,55-64 years,Employed full time,102.7731902
1995,Female,55-64 years,Employed part time,102.2717573
1995,Female,55-64 years,Not in the labour force  (NILF) ,536.1602082
1995,Female,55-64 years,Unemployed total,8.777261067
1995,Female,15-64 years,Employed full time,2020.912946
1995,Female,15-64 years,Employed part time,1471.462989
1995,Female,15-64 years,Not in the labour force  (NILF) ,2137.226955
1995,Female,15-64 years,Unemployed total,310.4007769
1995,Female,65 years and over,Employed full time,10.84167805
1995,Female,65 years and over,Employed part time,20.29087189
1995,Female,65 years and over,Not in the labour force  (NILF) ,1181.837752
1995,Female,65 years and over,Unemployed total,0.379614508
1996,Female,15-19 years,Employed full time,83.6809216
1996,Female,15-19 years,Employed part time,212.199397
1996,Female,15-19 years,Not in the labour force  (NILF) ,250.0153721
1996,Female,15-19 years,Unemployed total,73.17997605
1996,Female,20-24 years,Employed full time,330.0411989
1996,Female,20-24 years,Employed part time,143.8524647
1996,Female,20-24 years,Not in the labour force  (NILF) ,146.9329578
1996,Female,20-24 years,Unemployed total,60.77504531
1996,Female,25-29 years,Employed full time,334.9208148
1996,Female,25-29 years,Employed part time,123.6926858
1996,Female,25-29 years,Not in the labour force  (NILF) ,205.2846909
1996,Female,25-29 years,Unemployed total,39.11547523
1996,Female,30-34 years,Employed full time,247.2912657
1996,Female,30-34 years,Employed part time,184.3878131
1996,Female,30-34 years,Not in the labour force  (NILF) ,252.7619364
1996,Female,30-34 years,Unemployed total,34.89790157
1996,Female,35-39 years,Employed full time,241.8232922
1996,Female,35-39 years,Employed part time,227.3455049
1996,Female,35-39 years,Not in the labour force  (NILF) ,225.022558
1996,Female,35-39 years,Unemployed total,31.70297821
1996,Female,40-44 years,Employed full time,276.2372518
1996,Female,40-44 years,Employed part time,198.7496456
1996,Female,40-44 years,Not in the labour force  (NILF) ,174.1718621
1996,Female,40-44 years,Unemployed total,27.41274053
1996,Female,45-49 years,Employed full time,258.5958349
1996,Female,45-49 years,Employed part time,175.4077709
1996,Female,45-49 years,Not in the labour force  (NILF) ,175.1133776
1996,Female,45-49 years,Unemployed total,25.91834989
1996,Female,50-54 years,Employed full time,171.5080022
1996,Female,50-54 years,Employed part time,116.5327433
1996,Female,50-54 years,Not in the labour force  (NILF) ,193.4889499
1996,Female,50-54 years,Unemployed total,17.06972128
1996,Female,55-59 years,Employed full time,84.39979563
1996,Female,55-59 years,Employed part time,76.84707087
1996,Female,55-59 years,Not in the labour force  (NILF) ,235.269118
1996,Female,55-59 years,Unemployed total,9.842182183
1996,Female,60-64 years,Employed full time,27.98597975
1996,Female,60-64 years,Employed part time,34.76955027
1996,Female,60-64 years,Not in the labour force  (NILF) ,291.9325492
1996,Female,60-64 years,Unemployed total,1.250337483
1996,Female,15-24 years,Employed full time,413.7221205
1996,Female,15-24 years,Employed part time,356.0518617
1996,Female,15-24 years,Not in the labour force  (NILF) ,396.9483298
1996,Female,15-24 years,Unemployed total,133.9550214
1996,Female,25-34 years,Employed full time,582.2120804
1996,Female,25-34 years,Employed part time,308.0804989
1996,Female,25-34 years,Not in the labour force  (NILF) ,458.0466273
1996,Female,25-34 years,Unemployed total,74.01337678
1996,Female,35-44 years,Employed full time,518.060544
1996,Female,35-44 years,Employed part time,426.0951505
1996,Female,35-44 years,Not in the labour force  (NILF) ,399.1944201
1996,Female,35-44 years,Unemployed total,59.11571873
1996,Female,45-54 years,Employed full time,430.1038371
1996,Female,45-54 years,Employed part time,291.9405142
1996,Female,45-54 years,Not in the labour force  (NILF) ,368.6023275
1996,Female,45-54 years,Unemployed total,42.98807117
1996,Female,55-64 years,Employed full time,112.3857754
1996,Female,55-64 years,Employed part time,111.6166211
1996,Female,55-64 years,Not in the labour force  (NILF) ,527.2016672
1996,Female,55-64 years,Unemployed total,11.09251968
1996,Female,15-64 years,Employed full time,2056.484357
1996,Female,15-64 years,Employed part time,1493.784646
1996,Female,15-64 years,Not in the labour force  (NILF) ,2149.993372
1996,Female,15-64 years,Unemployed total,321.1647077
1996,Female,65 years and over,Employed full time,10.3752421
1996,Female,65 years and over,Employed part time,22.42799587
1996,Female,65 years and over,Not in the labour force  (NILF) ,1204.302944
1996,Female,65 years and over,Unemployed total,0.420818467
1997,Female,15-19 years,Employed full time,76.81815042
1997,Female,15-19 years,Employed part time,211.4218508
1997,Female,15-19 years,Not in the labour force  (NILF) ,263.9287115
1997,Female,15-19 years,Unemployed total,67.32562059
1997,Female,20-24 years,Employed full time,301.6554322
1997,Female,20-24 years,Employed part time,149.2230279
1997,Female,20-24 years,Not in the labour force  (NILF) ,152.7535215
1997,Female,20-24 years,Unemployed total,59.67893506
1997,Female,25-29 years,Employed full time,351.024968
1997,Female,25-29 years,Employed part time,124.1568772
1997,Female,25-29 years,Not in the labour force  (NILF) ,205.870906
1997,Female,25-29 years,Unemployed total,38.42374884
1997,Female,30-34 years,Employed full time,247.4066611
1997,Female,30-34 years,Employed part time,182.7283746
1997,Female,30-34 years,Not in the labour force  (NILF) ,247.992269
1997,Female,30-34 years,Unemployed total,33.14061198
1997,Female,35-39 years,Employed full time,247.3506709
1997,Female,35-39 years,Employed part time,224.8883807
1997,Female,35-39 years,Not in the labour force  (NILF) ,235.3128956
1997,Female,35-39 years,Unemployed total,31.08655288
1997,Female,40-44 years,Employed full time,269.5167549
1997,Female,40-44 years,Employed part time,209.1680917
1997,Female,40-44 years,Not in the labour force  (NILF) ,178.6510898
1997,Female,40-44 years,Unemployed total,31.106397
1997,Female,45-49 years,Employed full time,260.5680931
1997,Female,45-49 years,Employed part time,179.7688383
1997,Female,45-49 years,Not in the labour force  (NILF) ,173.0656796
1997,Female,45-49 years,Unemployed total,27.52197233
1997,Female,50-54 years,Employed full time,182.9452153
1997,Female,50-54 years,Employed part time,137.037041
1997,Female,50-54 years,Not in the labour force  (NILF) ,196.8947517
1997,Female,50-54 years,Unemployed total,18.62449208
1997,Female,55-59 years,Employed full time,87.0635422
1997,Female,55-59 years,Employed part time,79.62879133
1997,Female,55-59 years,Not in the labour force  (NILF) ,243.0517095
1997,Female,55-59 years,Unemployed total,9.675123608
1997,Female,60-64 years,Employed full time,28.88376723
1997,Female,60-64 years,Employed part time,37.46720832
1997,Female,60-64 years,Not in the labour force  (NILF) ,294.8212962
1997,Female,60-64 years,Unemployed total,1.11456165
1997,Female,15-24 years,Employed full time,378.4735827
1997,Female,15-24 years,Employed part time,360.6448787
1997,Female,15-24 years,Not in the labour force  (NILF) ,416.682233
1997,Female,15-24 years,Unemployed total,127.0045556
1997,Female,25-34 years,Employed full time,598.431629
1997,Female,25-34 years,Employed part time,306.8852518
1997,Female,25-34 years,Not in the labour force  (NILF) ,453.863175
1997,Female,25-34 years,Unemployed total,71.56436082
1997,Female,35-44 years,Employed full time,516.8674257
1997,Female,35-44 years,Employed part time,434.0564724
1997,Female,35-44 years,Not in the labour force  (NILF) ,413.9639854
1997,Female,35-44 years,Unemployed total,62.19294988
1997,Female,45-54 years,Employed full time,443.5133084
1997,Female,45-54 years,Employed part time,316.8058793
1997,Female,45-54 years,Not in the labour force  (NILF) ,369.9604313
1997,Female,45-54 years,Unemployed total,46.1464644
1997,Female,55-64 years,Employed full time,115.9473094
1997,Female,55-64 years,Employed part time,117.0959997
1997,Female,55-64 years,Not in the labour force  (NILF) ,537.8730057
1997,Female,55-64 years,Unemployed total,10.78968526
1997,Female,15-64 years,Employed full time,2053.233255
1997,Female,15-64 years,Employed part time,1535.488482
1997,Female,15-64 years,Not in the labour force  (NILF) ,2192.34283
1997,Female,15-64 years,Unemployed total,317.698016
1997,Female,65 years and over,Employed full time,10.82952362
1997,Female,65 years and over,Employed part time,24.98366358
1997,Female,65 years and over,Not in the labour force  (NILF) ,1223.257372
1997,Female,65 years and over,Unemployed total,0.5229408
1998,Female,15-19 years,Employed full time,73.14745363
1998,Female,15-19 years,Employed part time,223.245425
1998,Female,15-19 years,Not in the labour force  (NILF) ,263.4973084
1998,Female,15-19 years,Unemployed total,63.61522968
1998,Female,20-24 years,Employed full time,298.0928624
1998,Female,20-24 years,Employed part time,147.744371
1998,Female,20-24 years,Not in the labour force  (NILF) ,147.8504313
1998,Female,20-24 years,Unemployed total,52.62225193
1998,Female,25-29 years,Employed full time,360.3494073
1998,Female,25-29 years,Employed part time,131.9313387
1998,Female,25-29 years,Not in the labour force  (NILF) ,201.2636364
1998,Female,25-29 years,Unemployed total,33.15078417
1998,Female,30-34 years,Employed full time,251.9191998
1998,Female,30-34 years,Employed part time,178.8884283
1998,Female,30-34 years,Not in the labour force  (NILF) ,244.6964809
1998,Female,30-34 years,Unemployed total,29.93755773
1998,Female,35-39 years,Employed full time,243.0667982
1998,Female,35-39 years,Employed part time,226.9507789
1998,Female,35-39 years,Not in the labour force  (NILF) ,246.219991
1998,Female,35-39 years,Unemployed total,31.50101522
1998,Female,40-44 years,Employed full time,268.0762992
1998,Female,40-44 years,Employed part time,212.6204109
1998,Female,40-44 years,Not in the labour force  (NILF) ,188.5886737
1998,Female,40-44 years,Unemployed total,29.64011613
1998,Female,45-49 years,Employed full time,266.2751898
1998,Female,45-49 years,Employed part time,184.1998533
1998,Female,45-49 years,Not in the labour force  (NILF) ,176.0130784
1998,Female,45-49 years,Unemployed total,24.37646187
1998,Female,50-54 years,Employed full time,198.2323802
1998,Female,50-54 years,Employed part time,154.2222164
1998,Female,50-54 years,Not in the labour force  (NILF) ,200.904755
1998,Female,50-54 years,Unemployed total,16.0737318
1998,Female,55-59 years,Employed full time,96.01948396
1998,Female,55-59 years,Employed part time,81.99970526
1998,Female,55-59 years,Not in the labour force  (NILF) ,245.09562
1998,Female,55-59 years,Unemployed total,9.49677415
1998,Female,60-64 years,Employed full time,26.67793832
1998,Female,60-64 years,Employed part time,43.19678754
1998,Female,60-64 years,Not in the labour force  (NILF) ,299.1128214
1998,Female,60-64 years,Unemployed total,2.083119425
1998,Female,15-24 years,Employed full time,371.240316
1998,Female,15-24 years,Employed part time,370.989796
1998,Female,15-24 years,Not in the labour force  (NILF) ,411.3477397
1998,Female,15-24 years,Unemployed total,116.2374816
1998,Female,25-34 years,Employed full time,612.2686071
1998,Female,25-34 years,Employed part time,310.819767
1998,Female,25-34 years,Not in the labour force  (NILF) ,445.9601173
1998,Female,25-34 years,Unemployed total,63.08834189
1998,Female,35-44 years,Employed full time,511.1430975
1998,Female,35-44 years,Employed part time,439.5711898
1998,Female,35-44 years,Not in the labour force  (NILF) ,434.8086647
1998,Female,35-44 years,Unemployed total,61.14113133
1998,Female,45-54 years,Employed full time,464.50757
1998,Female,45-54 years,Employed part time,338.4220697
1998,Female,45-54 years,Not in the labour force  (NILF) ,376.9178334
1998,Female,45-54 years,Unemployed total,40.45019366
1998,Female,55-64 years,Employed full time,122.6974223
1998,Female,55-64 years,Employed part time,125.1964928
1998,Female,55-64 years,Not in the labour force  (NILF) ,544.2084414
1998,Female,55-64 years,Unemployed total,11.57989356
1998,Female,15-64 years,Employed full time,2081.857013
1998,Female,15-64 years,Employed part time,1584.999315
1998,Female,15-64 years,Not in the labour force  (NILF) ,2213.242797
1998,Female,15-64 years,Unemployed total,292.497042
1998,Female,65 years and over,Employed full time,12.76968563
1998,Female,65 years and over,Employed part time,25.21976783
1998,Female,65 years and over,Not in the labour force  (NILF) ,1242.238925
1998,Female,65 years and over,Unemployed total,0.466705167
1999,Female,15-19 years,Employed full time,79.79994458
1999,Female,15-19 years,Employed part time,230.3500544
1999,Female,15-19 years,Not in the labour force  (NILF) ,258.2901037
1999,Female,15-19 years,Unemployed total,63.23764736
1999,Female,20-24 years,Employed full time,292.3929438
1999,Female,20-24 years,Employed part time,151.1245647
1999,Female,20-24 years,Not in the labour force  (NILF) ,147.4011377
1999,Female,20-24 years,Unemployed total,43.88018728
1999,Female,25-29 years,Employed full time,361.185691
1999,Female,25-29 years,Employed part time,128.0816733
1999,Female,25-29 years,Not in the labour force  (NILF) ,204.2425843
1999,Female,25-29 years,Unemployed total,32.16630143
1999,Female,30-34 years,Employed full time,253.3408666
1999,Female,30-34 years,Employed part time,176.1232811
1999,Female,30-34 years,Not in the labour force  (NILF) ,249.962318
1999,Female,30-34 years,Unemployed total,27.34611769
1999,Female,35-39 years,Employed full time,244.9965314
1999,Female,35-39 years,Employed part time,233.4700704
1999,Female,35-39 years,Not in the labour force  (NILF) ,243.8114476
1999,Female,35-39 years,Unemployed total,30.10845061
1999,Female,40-44 years,Employed full time,274.6348943
1999,Female,40-44 years,Employed part time,218.1516406
1999,Female,40-44 years,Not in the labour force  (NILF) ,192.248048
1999,Female,40-44 years,Unemployed total,25.90675042
1999,Female,45-49 years,Employed full time,273.5115787
1999,Female,45-49 years,Employed part time,192.8323973
1999,Female,45-49 years,Not in the labour force  (NILF) ,173.9184067
1999,Female,45-49 years,Unemployed total,21.45195062
1999,Female,50-54 years,Employed full time,213.7587034
1999,Female,50-54 years,Employed part time,158.2981532
1999,Female,50-54 years,Not in the labour force  (NILF) ,207.3877881
1999,Female,50-54 years,Unemployed total,15.91285526
1999,Female,55-59 years,Employed full time,99.86990677
1999,Female,55-59 years,Employed part time,91.68204823
1999,Female,55-59 years,Not in the labour force  (NILF) ,251.262693
1999,Female,55-59 years,Unemployed total,8.230518708
1999,Female,60-64 years,Employed full time,28.87843666
1999,Female,60-64 years,Employed part time,40.13399168
1999,Female,60-64 years,Not in the labour force  (NILF) ,312.213366
1999,Female,60-64 years,Unemployed total,1.2249557
1999,Female,15-24 years,Employed full time,372.1928883
1999,Female,15-24 years,Employed part time,381.474619
1999,Female,15-24 years,Not in the labour force  (NILF) ,405.6912414
1999,Female,15-24 years,Unemployed total,107.1178346
1999,Female,25-34 years,Employed full time,614.5265576
1999,Female,25-34 years,Employed part time,304.2049543
1999,Female,25-34 years,Not in the labour force  (NILF) ,454.2049023
1999,Female,25-34 years,Unemployed total,59.51241913
1999,Female,35-44 years,Employed full time,519.6314257
1999,Female,35-44 years,Employed part time,451.621711
1999,Female,35-44 years,Not in the labour force  (NILF) ,436.0594956
1999,Female,35-44 years,Unemployed total,56.01520103
1999,Female,45-54 years,Employed full time,487.2702821
1999,Female,45-54 years,Employed part time,351.1305506
1999,Female,45-54 years,Not in the labour force  (NILF) ,381.3061948
1999,Female,45-54 years,Unemployed total,37.36480586
1999,Female,55-64 years,Employed full time,128.7483434
1999,Female,55-64 years,Employed part time,131.8160399
1999,Female,55-64 years,Not in the labour force  (NILF) ,563.476059
1999,Female,55-64 years,Unemployed total,9.455474425
1999,Female,15-64 years,Employed full time,2122.369497
1999,Female,15-64 years,Employed part time,1620.247875
1999,Female,15-64 years,Not in the labour force  (NILF) ,2240.737893
1999,Female,15-64 years,Unemployed total,269.465735
1999,Female,65 years and over,Employed full time,10.77106148
1999,Female,65 years and over,Employed part time,28.38650385
1999,Female,65 years and over,Not in the labour force  (NILF) ,1262.493759
1999,Female,65 years and over,Unemployed total,0.300925842
2000,Female,15-19 years,Employed full time,85.55251185
2000,Female,15-19 years,Employed part time,239.0006985
2000,Female,15-19 years,Not in the labour force  (NILF) ,260.8559897
2000,Female,15-19 years,Unemployed total,58.10238332
2000,Female,20-24 years,Employed full time,299.0668146
2000,Female,20-24 years,Employed part time,150.0881932
2000,Female,20-24 years,Not in the labour force  (NILF) ,140.8199716
2000,Female,20-24 years,Unemployed total,39.79768734
2000,Female,25-29 years,Employed full time,358.6634107
2000,Female,25-29 years,Employed part time,131.9680899
2000,Female,25-29 years,Not in the labour force  (NILF) ,196.362988
2000,Female,25-29 years,Unemployed total,30.57109476
2000,Female,30-34 years,Employed full time,267.9324189
2000,Female,30-34 years,Employed part time,182.2070812
2000,Female,30-34 years,Not in the labour force  (NILF) ,238.8495541
2000,Female,30-34 years,Unemployed total,26.12552912
2000,Female,35-39 years,Employed full time,247.0502498
2000,Female,35-39 years,Employed part time,237.7747823
2000,Female,35-39 years,Not in the labour force  (NILF) ,238.1739438
2000,Female,35-39 years,Unemployed total,27.52635748
2000,Female,40-44 years,Employed full time,286.2682492
2000,Female,40-44 years,Employed part time,225.7783797
2000,Female,40-44 years,Not in the labour force  (NILF) ,186.1938354
2000,Female,40-44 years,Unemployed total,26.78453573
2000,Female,45-49 years,Employed full time,284.0375993
2000,Female,45-49 years,Employed part time,196.9125629
2000,Female,45-49 years,Not in the labour force  (NILF) ,171.2570553
2000,Female,45-49 years,Unemployed total,18.2116158
2000,Female,50-54 years,Employed full time,232.2569722
2000,Female,50-54 years,Employed part time,162.3595026
2000,Female,50-54 years,Not in the labour force  (NILF) ,209.4288413
2000,Female,50-54 years,Unemployed total,16.12226728
2000,Female,55-59 years,Employed full time,108.4451899
2000,Female,55-59 years,Employed part time,104.8796823
2000,Female,55-59 years,Not in the labour force  (NILF) ,250.3749015
2000,Female,55-59 years,Unemployed total,7.785142892
2000,Female,60-64 years,Employed full time,35.72004007
2000,Female,60-64 years,Employed part time,47.36225161
2000,Female,60-64 years,Not in the labour force  (NILF) ,309.6389532
2000,Female,60-64 years,Unemployed total,1.862005133
2000,Female,15-24 years,Employed full time,384.6193264
2000,Female,15-24 years,Employed part time,389.0888917
2000,Female,15-24 years,Not in the labour force  (NILF) ,401.6759613
2000,Female,15-24 years,Unemployed total,97.90007066
2000,Female,25-34 years,Employed full time,626.5958296
2000,Female,25-34 years,Employed part time,314.1751711
2000,Female,25-34 years,Not in the labour force  (NILF) ,435.2125421
2000,Female,25-34 years,Unemployed total,56.69662387
2000,Female,35-44 years,Employed full time,533.318499
2000,Female,35-44 years,Employed part time,463.553162
2000,Female,35-44 years,Not in the labour force  (NILF) ,424.3677791
2000,Female,35-44 years,Unemployed total,54.31089318
2000,Female,45-54 years,Employed full time,516.2945715
2000,Female,45-54 years,Employed part time,359.2720655
2000,Female,45-54 years,Not in the labour force  (NILF) ,380.6858967
2000,Female,45-54 years,Unemployed total,34.33388308
2000,Female,55-64 years,Employed full time,144.16523
2000,Female,55-64 years,Employed part time,152.2419339
2000,Female,55-64 years,Not in the labour force  (NILF) ,560.0138548
2000,Female,55-64 years,Unemployed total,9.647148008
2000,Female,15-64 years,Employed full time,2204.993456
2000,Female,15-64 years,Employed part time,1678.331224
2000,Female,15-64 years,Not in the labour force  (NILF) ,2201.956034
2000,Female,15-64 years,Unemployed total,252.8886188
2000,Female,65 years and over,Employed full time,12.31301618
2000,Female,65 years and over,Employed part time,27.70411438
2000,Female,65 years and over,Not in the labour force  (NILF) ,1283.614267
2000,Female,65 years and over,Unemployed total,0.277769033
2001,Female,15-19 years,Employed full time,84.68338118
2001,Female,15-19 years,Employed part time,245.0926682
2001,Female,15-19 years,Not in the labour force  (NILF) ,259.7674481
2001,Female,15-19 years,Unemployed total,65.50775253
