Year,Gender,Age_Group,Employ_Status,Average_Employed
1990,Female,50-54 years,Unemployed,8.484513717
1990,Female,55-59 years,Employed full time,62.18812973
1990,Female,55-59 years,Employed part time,55.2073815
1990,Female,55-59 years,Not in the labour force  (NILF) ,237.3905116
1990,Female,55-59 years,Unemployed,4.532408783
1990,Female,60-64 years,Employed full time,28.2818252
1990,Female,60-64 years,Employed part time,30.38529035
1990,Female,60-64 years,Not in the labour force  (NILF) ,311.151384
1990,Female,60-64 years,Unemployed,0.731648483
1990,Female,15-24 years,Employed full time,541.7738156
1990,Female,15-24 years,Employed part time,268.7332206
1990,Female,15-24 years,Not in the labour force  (NILF) ,420.3490248
1990,Female,15-24 years,Unemployed,118.8102497
1990,Female,25-34 years,Employed full time,544.7008265
1990,Female,25-34 years,Employed part time,313.0608217
1990,Female,25-34 years,Not in the labour force  (NILF) ,479.8596448
1990,Female,25-34 years,Unemployed,60.58258523
1990,Female,35-44 years,Employed full time,479.6486334
1990,Female,35-44 years,Employed part time,394.9075824
1990,Female,35-44 years,Not in the labour force  (NILF) ,357.0262252
1990,Female,35-44 years,Unemployed,43.87094478
1990,Female,45-54 years,Employed full time,299.8711653
1990,Female,45-54 years,Employed part time,214.0086602
1990,Female,45-54 years,Not in the labour force  (NILF) ,343.7979672
1990,Female,45-54 years,Unemployed,23.50340613
1990,Female,55-64 years,Employed full time,90.46995493
1990,Female,55-64 years,Employed part time,85.59267185
1990,Female,55-64 years,Not in the labour force  (NILF) ,548.5418955
1990,Female,55-64 years,Unemployed,5.264057267
1990,Female,65 years and over,Employed full time,8.586444892
1990,Female,65 years and over,Employed part time,17.23911528
1990,Female,65 years and over,Not in the labour force  (NILF) ,1059.774065
1990,Female,65 years and over,Unemployed,0.497114567
1991,Female,15-19 years,Employed full time,122.8957377
1991,Female,15-19 years,Employed part time,165.3537257
1991,Female,15-19 years,Not in the labour force  (NILF) ,295.6057903
1991,Female,15-19 years,Unemployed,79.42064044
1991,Female,20-24 years,Employed full time,355.6708263
1991,Female,20-24 years,Employed part time,109.7493954
1991,Female,20-24 years,Not in the labour force  (NILF) ,154.1453412
1991,Female,20-24 years,Unemployed,67.23695133
1991,Female,25-29 years,Employed full time,312.697996
1991,Female,25-29 years,Employed part time,124.0158833
1991,Female,25-29 years,Not in the labour force  (NILF) ,217.2375729
1991,Female,25-29 years,Unemployed,41.40300513
1991,Female,30-34 years,Employed full time,226.4165315
1991,Female,30-34 years,Employed part time,184.411939
1991,Female,30-34 years,Not in the labour force  (NILF) ,262.4899316
1991,Female,30-34 years,Unemployed,37.5491496
1991,Female,35-39 years,Employed full time,228.5984706
1991,Female,35-39 years,Employed part time,199.1368275
1991,Female,35-39 years,Not in the labour force  (NILF) ,206.6102155
1991,Female,35-39 years,Unemployed,30.38219482
1991,Female,40-44 years,Employed full time,253.78376
1991,Female,40-44 years,Employed part time,188.6432031
1991,Female,40-44 years,Not in the labour force  (NILF) ,167.9243925
1991,Female,40-44 years,Unemployed,26.62599823
1991,Female,45-49 years,Employed full time,187.8402077
1991,Female,45-49 years,Employed part time,137.3059225
1991,Female,45-49 years,Not in the labour force  (NILF) ,158.6294088
1991,Female,45-49 years,Unemployed,21.54534563
1991,Female,50-54 years,Employed full time,123.0425189
1991,Female,50-54 years,Employed part time,95.78248521
1991,Female,50-54 years,Not in the labour force  (NILF) ,181.7739722
1991,Female,50-54 years,Unemployed,12.81467634
1991,Female,55-59 years,Employed full time,66.43230032
1991,Female,55-59 years,Employed part time,57.04735378
1991,Female,55-59 years,Not in the labour force  (NILF) ,230.6301237
1991,Female,55-59 years,Unemployed,5.882376625
1991,Female,60-64 years,Employed full time,26.45102721
1991,Female,60-64 years,Employed part time,27.96669788
1991,Female,60-64 years,Not in the labour force  (NILF) ,313.6245584
1991,Female,60-64 years,Unemployed,1.24833955
1991,Female,15-24 years,Employed full time,478.566564
1991,Female,15-24 years,Employed part time,275.1031211
1991,Female,15-24 years,Not in the labour force  (NILF) ,449.7511315
1991,Female,15-24 years,Unemployed,146.6575918
1991,Female,25-34 years,Employed full time,539.1145276
1991,Female,25-34 years,Employed part time,308.4278223
1991,Female,25-34 years,Not in the labour force  (NILF) ,479.7275045
1991,Female,25-34 years,Unemployed,78.95215473
1991,Female,35-44 years,Employed full time,482.3822306
1991,Female,35-44 years,Employed part time,387.7800306
1991,Female,35-44 years,Not in the labour force  (NILF) ,374.534608
1991,Female,35-44 years,Unemployed,57.00819305
1991,Female,45-54 years,Employed full time,310.8827266
1991,Female,45-54 years,Employed part time,233.0884077
1991,Female,45-54 years,Not in the labour force  (NILF) ,340.403381
1991,Female,45-54 years,Unemployed,34.36002196
1991,Female,55-64 years,Employed full time,92.88332752
1991,Female,55-64 years,Employed part time,85.01405164
1991,Female,55-64 years,Not in the labour force  (NILF) ,544.254682
1991,Female,55-64 years,Unemployed,7.130716167
1991,Female,65 years and over,Employed full time,10.30362021
1991,Female,65 years and over,Employed part time,17.46850742
1991,Female,65 years and over,Not in the labour force  (NILF) ,1086.799033
1991,Female,65 years and over,Unemployed,0.278734725
1992,Female,15-19 years,Employed full time,95.51926937
1992,Female,15-19 years,Employed part time,176.840593
1992,Female,15-19 years,Not in the labour force  (NILF) ,286.7454643
1992,Female,15-19 years,Unemployed,84.33209007
1992,Female,20-24 years,Employed full time,341.1407873
1992,Female,20-24 years,Employed part time,123.2010547
1992,Female,20-24 years,Not in the labour force  (NILF) ,164.1305147
1992,Female,20-24 years,Unemployed,73.36047664
1992,Female,25-29 years,Employed full time,307.772676
1992,Female,25-29 years,Employed part time,115.8659238
1992,Female,25-29 years,Not in the labour force  (NILF) ,216.6516175
1992,Female,25-29 years,Unemployed,46.63194934
1992,Female,30-34 years,Employed full time,229.2756042
1992,Female,30-34 years,Employed part time,188.347981
1992,Female,30-34 years,Not in the labour force  (NILF) ,264.239315
1992,Female,30-34 years,Unemployed,41.03484987
1992,Female,35-39 years,Employed full time,227.2294021
1992,Female,35-39 years,Employed part time,205.6759818
1992,Female,35-39 years,Not in the labour force  (NILF) ,209.9212436
1992,Female,35-39 years,Unemployed,33.53937254
1992,Female,40-44 years,Employed full time,249.5647093
1992,Female,40-44 years,Employed part time,190.6824143
1992,Female,40-44 years,Not in the labour force  (NILF) ,170.345532
1992,Female,40-44 years,Unemployed,30.7954277
1992,Female,45-49 years,Employed full time,211.1593717
1992,Female,45-49 years,Employed part time,143.7003999
1992,Female,45-49 years,Not in the labour force  (NILF) ,160.1421956
1992,Female,45-49 years,Unemployed,24.20344938
1992,Female,50-54 years,Employed full time,128.0879692
1992,Female,50-54 years,Employed part time,94.97858448
1992,Female,50-54 years,Not in the labour force  (NILF) ,186.1723579
1992,Female,50-54 years,Unemployed,14.8187551
1992,Female,55-59 years,Employed full time,63.18907261
1992,Female,55-59 years,Employed part time,62.30917179
1992,Female,55-59 years,Not in the labour force  (NILF) ,235.2361756
1992,Female,55-59 years,Unemployed,5.946996658
1992,Female,60-64 years,Employed full time,22.92189436
1992,Female,60-64 years,Employed part time,29.15090879
1992,Female,60-64 years,Not in the labour force  (NILF) ,311.2341567
1992,Female,60-64 years,Unemployed,1.193206817
1992,Female,15-24 years,Employed full time,436.6600567
1992,Female,15-24 years,Employed part time,300.0416478
1992,Female,15-24 years,Not in the labour force  (NILF) ,450.8759789
1992,Female,15-24 years,Unemployed,157.6925667
1992,Female,25-34 years,Employed full time,537.0482802
1992,Female,25-34 years,Employed part time,304.2139048
1992,Female,25-34 years,Not in the labour force  (NILF) ,480.8909325
1992,Female,25-34 years,Unemployed,87.6667992
1992,Female,35-44 years,Employed full time,476.7941114
1992,Female,35-44 years,Employed part time,396.3583961
1992,Female,35-44 years,Not in the labour force  (NILF) ,380.2667756
1992,Female,35-44 years,Unemployed,64.33480024
1992,Female,45-54 years,Employed full time,339.2473409
1992,Female,45-54 years,Employed part time,238.6789844
1992,Female,45-54 years,Not in the labour force  (NILF) ,346.3145535
1992,Female,45-54 years,Unemployed,39.02220447
1992,Female,55-64 years,Employed full time,86.11096695
1992,Female,55-64 years,Employed part time,91.46008058
1992,Female,55-64 years,Not in the labour force  (NILF) ,546.4703323
1992,Female,55-64 years,Unemployed,7.140203467
1992,Female,65 years and over,Employed full time,9.055456408
1992,Female,65 years and over,Employed part time,16.46682245
1992,Female,65 years and over,Not in the labour force  (NILF) ,1115.458812
1992,Female,65 years and over,Unemployed,0.382242258
1993,Female,15-19 years,Employed full time,87.76728627
1993,Female,15-19 years,Employed part time,175.6201378
1993,Female,15-19 years,Not in the labour force  (NILF) ,288.6499335
1993,Female,15-19 years,Unemployed,76.62380917
1993,Female,20-24 years,Employed full time,335.7836026
1993,Female,20-24 years,Employed part time,127.3745211
1993,Female,20-24 years,Not in the labour force  (NILF) ,169.2070486
1993,Female,20-24 years,Unemployed,74.65441109
1993,Female,25-29 years,Employed full time,307.5614791
1993,Female,25-29 years,Employed part time,112.74874
1993,Female,25-29 years,Not in the labour force  (NILF) ,214.4827253
1993,Female,25-29 years,Unemployed,43.89055563
1993,Female,30-34 years,Employed full time,236.0053551
1993,Female,30-34 years,Employed part time,180.0110593
1993,Female,30-34 years,Not in the labour force  (NILF) ,271.3016374
1993,Female,30-34 years,Unemployed,41.17386489
1993,Female,35-39 years,Employed full time,224.650007
1993,Female,35-39 years,Employed part time,204.9723382
1993,Female,35-39 years,Not in the labour force  (NILF) ,218.0521753
1993,Female,35-39 years,Unemployed,38.99981288
1993,Female,40-44 years,Employed full time,248.3666704
1993,Female,40-44 years,Employed part time,186.5472337
1993,Female,40-44 years,Not in the labour force  (NILF) ,179.0667789
1993,Female,40-44 years,Unemployed,32.53281703
1993,Female,45-49 years,Employed full time,224.8584386
1993,Female,45-49 years,Employed part time,151.9393392
1993,Female,45-49 years,Not in the labour force  (NILF) ,168.89078
1993,Female,45-49 years,Unemployed,26.02360884
1993,Female,50-54 years,Employed full time,137.9708561
1993,Female,50-54 years,Employed part time,99.64178994
1993,Female,50-54 years,Not in the labour force  (NILF) ,179.5807707
1993,Female,50-54 years,Unemployed,17.6553333
1993,Female,55-59 years,Employed full time,67.90887101
1993,Female,55-59 years,Employed part time,62.32636159
1993,Female,55-59 years,Not in the labour force  (NILF) ,237.4872814
1993,Female,55-59 years,Unemployed,7.865402683
1993,Female,60-64 years,Employed full time,24.97983074
1993,Female,60-64 years,Employed part time,28.13124083
1993,Female,60-64 years,Not in the labour force  (NILF) ,304.5673145
1993,Female,60-64 years,Unemployed,1.3317806
1993,Female,15-24 years,Employed full time,423.5508889
1993,Female,15-24 years,Employed part time,302.9946589
1993,Female,15-24 years,Not in the labour force  (NILF) ,457.856982
1993,Female,15-24 years,Unemployed,151.2782202
1993,Female,25-34 years,Employed full time,543.5668342
1993,Female,25-34 years,Employed part time,292.7597993
1993,Female,25-34 years,Not in the labour force  (NILF) ,485.7843627
1993,Female,25-34 years,Unemployed,85.06442053
1993,Female,35-44 years,Employed full time,473.0166773
1993,Female,35-44 years,Employed part time,391.5195719
1993,Female,35-44 years,Not in the labour force  (NILF) ,397.1189542
1993,Female,35-44 years,Unemployed,71.53262992
1993,Female,45-54 years,Employed full time,362.8292947
1993,Female,45-54 years,Employed part time,251.5811291
1993,Female,45-54 years,Not in the labour force  (NILF) ,348.4715507
1993,Female,45-54 years,Unemployed,43.67894213
1993,Female,55-64 years,Employed full time,92.88870175
1993,Female,55-64 years,Employed part time,90.4576024
1993,Female,55-64 years,Not in the labour force  (NILF) ,542.0545959
1993,Female,55-64 years,Unemployed,9.1971833
1993,Female,65 years and over,Employed full time,8.573017208
1993,Female,65 years and over,Employed part time,16.36441654
1993,Female,65 years and over,Not in the labour force  (NILF) ,1142.088189
1993,Female,65 years and over,Unemployed,0.267543533
1994,Female,15-19 years,Employed full time,86.42473778
1994,Female,15-19 years,Employed part time,188.8134128
1994,Female,15-19 years,Not in the labour force  (NILF) ,261.9195404
1994,Female,15-19 years,Unemployed,82.28989233
1994,Female,20-24 years,Employed full time,345.6321169
1994,Female,20-24 years,Employed part time,134.3132236
1994,Female,20-24 years,Not in the labour force  (NILF) ,159.8193298
1994,Female,20-24 years,Unemployed,64.58091307
1994,Female,25-29 years,Employed full time,320.6841295
1994,Female,25-29 years,Employed part time,115.7230405
1994,Female,25-29 years,Not in the labour force  (NILF) ,201.8286007
1994,Female,25-29 years,Unemployed,38.75572929
1994,Female,30-34 years,Employed full time,242.8778186
1994,Female,30-34 years,Employed part time,182.4091463
1994,Female,30-34 years,Not in the labour force  (NILF) ,266.0681597
1994,Female,30-34 years,Unemployed,39.16645878
1994,Female,35-39 years,Employed full time,221.2965285
1994,Female,35-39 years,Employed part time,214.1172902
1994,Female,35-39 years,Not in the labour force  (NILF) ,223.1496792
1994,Female,35-39 years,Unemployed,37.89333555
1994,Female,40-44 years,Employed full time,251.3373297
1994,Female,40-44 years,Employed part time,195.2979347
1994,Female,40-44 years,Not in the labour force  (NILF) ,177.5649094
1994,Female,40-44 years,Unemployed,31.19232623
1994,Female,45-49 years,Employed full time,231.5069089
1994,Female,45-49 years,Employed part time,160.0479425
1994,Female,45-49 years,Not in the labour force  (NILF) ,179.0608313
1994,Female,45-49 years,Unemployed,24.26315063
1994,Female,50-54 years,Employed full time,147.7993731
1994,Female,50-54 years,Employed part time,107.0828419
1994,Female,50-54 years,Not in the labour force  (NILF) ,180.496524
1994,Female,50-54 years,Unemployed,17.66859433
1994,Female,55-59 years,Employed full time,73.70265689
1994,Female,55-59 years,Employed part time,65.30239648
1994,Female,55-59 years,Not in the labour force  (NILF) ,235.7490279
1994,Female,55-59 years,Unemployed,10.18708539
1994,Female,60-64 years,Employed full time,23.39368518
1994,Female,60-64 years,Employed part time,31.22144443
1994,Female,60-64 years,Not in the labour force  (NILF) ,300.2082633
1994,Female,60-64 years,Unemployed,1.260607075
1994,Female,15-24 years,Employed full time,432.0568547
1994,Female,15-24 years,Employed part time,323.1266364
1994,Female,15-24 years,Not in the labour force  (NILF) ,421.7388702
1994,Female,15-24 years,Unemployed,146.8708054
1994,Female,25-34 years,Employed full time,563.5619481
1994,Female,25-34 years,Employed part time,298.1321868
1994,Female,25-34 years,Not in the labour force  (NILF) ,467.8967604
1994,Female,25-34 years,Unemployed,77.92218805
1994,Female,35-44 years,Employed full time,472.6338581
1994,Female,35-44 years,Employed part time,409.4152249
1994,Female,35-44 years,Not in the labour force  (NILF) ,400.7145886
1994,Female,35-44 years,Unemployed,69.08566177
1994,Female,45-54 years,Employed full time,379.3062821
1994,Female,45-54 years,Employed part time,267.1307843
1994,Female,45-54 years,Not in the labour force  (NILF) ,359.5573553
1994,Female,45-54 years,Unemployed,41.93174495
1994,Female,55-64 years,Employed full time,97.09634207
1994,Female,55-64 years,Employed part time,96.52384088
1994,Female,55-64 years,Not in the labour force  (NILF) ,535.9572913
1994,Female,55-64 years,Unemployed,11.44769247
1994,Female,65 years and over,Employed full time,10.12368416
1994,Female,65 years and over,Employed part time,17.94596119
1994,Female,65 years and over,Not in the labour force  (NILF) ,1162.201874
1994,Female,65 years and over,Unemployed,0.490647017
1995,Female,15-19 years,Employed full time,85.89981875
1995,Female,15-19 years,Employed part time,207.4755605
1995,Female,15-19 years,Not in the labour force  (NILF) ,248.226792
1995,Female,15-19 years,Unemployed,74.25766217
1995,Female,20-24 years,Employed full time,340.7234592
1995,Female,20-24 years,Employed part time,143.616987
1995,Female,20-24 years,Not in the labour force  (NILF) ,151.5007071
1995,Female,20-24 years,Unemployed,61.26401333
1995,Female,25-29 years,Employed full time,324.5024444
1995,Female,25-29 years,Employed part time,121.5654606
1995,Female,25-29 years,Not in the labour force  (NILF) ,203.224539
1995,Female,25-29 years,Unemployed,35.52355611
1995,Female,30-34 years,Employed full time,250.8700816
1995,Female,30-34 years,Employed part time,191.2898341
1995,Female,30-34 years,Not in the labour force  (NILF) ,251.0631374
1995,Female,30-34 years,Unemployed,33.20628024
1995,Female,35-39 years,Employed full time,237.5080903
1995,Female,35-39 years,Employed part time,221.5469107
1995,Female,35-39 years,Not in the labour force  (NILF) ,219.4084548
1995,Female,35-39 years,Unemployed,31.62287751
1995,Female,40-44 years,Employed full time,262.6081152
1995,Female,40-44 years,Employed part time,200.1947631
1995,Female,40-44 years,Not in the labour force  (NILF) ,174.3399587
1995,Female,40-44 years,Unemployed,28.2904963
1995,Female,45-49 years,Employed full time,251.1701064
1995,Female,45-49 years,Employed part time,170.0575728
1995,Female,45-49 years,Not in the labour force  (NILF) ,170.8023501
1995,Female,45-49 years,Unemployed,23.44405397
1995,Female,50-54 years,Employed full time,164.8576398
1995,Female,50-54 years,Employed part time,113.4441428
1995,Female,50-54 years,Not in the labour force  (NILF) ,182.5008079
1995,Female,50-54 years,Unemployed,14.01457621
1995,Female,55-59 years,Employed full time,78.41827952
1995,Female,55-59 years,Employed part time,70.36564077
1995,Female,55-59 years,Not in the labour force  (NILF) ,238.1555536
1995,Female,55-59 years,Unemployed,7.713942825
1995,Female,60-64 years,Employed full time,24.35491063
1995,Female,60-64 years,Employed part time,31.90611655
1995,Female,60-64 years,Not in the labour force  (NILF) ,298.0046546
1995,Female,60-64 years,Unemployed,1.063318258
1995,Female,15-24 years,Employed full time,426.623278
1995,Female,15-24 years,Employed part time,351.0925475
1995,Female,15-24 years,Not in the labour force  (NILF) ,399.7274991
1995,Female,15-24 years,Unemployed,135.5216755
1995,Female,25-34 years,Employed full time,575.372526
1995,Female,25-34 years,Employed part time,312.8552946
1995,Female,25-34 years,Not in the labour force  (NILF) ,454.2876764
1995,Female,25-34 years,Unemployed,68.72983635
1995,Female,35-44 years,Employed full time,500.1162055
1995,Female,35-44 years,Employed part time,421.7416739
1995,Female,35-44 years,Not in the labour force  (NILF) ,393.7484135
1995,Female,35-44 years,Unemployed,59.91337383
1995,Female,45-54 years,Employed full time,416.0277462
1995,Female,45-54 years,Employed part time,283.5017155
1995,Female,45-54 years,Not in the labour force  (NILF) ,353.303158
1995,Female,45-54 years,Unemployed,37.4586302
1995,Female,55-64 years,Employed full time,102.7731902
1995,Female,55-64 years,Employed part time,102.2717573
1995,Female,55-64 years,Not in the labour force  (NILF) ,536.1602082
1995,Female,55-64 years,Unemployed,8.777261067
1995,Female,65 years and over,Employed full time,10.84167805
1995,Female,65 years and over,Employed part time,20.29087189
1995,Female,65 years and over,Not in the labour force  (NILF) ,1181.837752
1995,Female,65 years and over,Unemployed,0.379614508
1996,Female,15-19 years,Employed full time,83.6809216
1996,Female,15-19 years,Employed part time,212.199397
1996,Female,15-19 years,Not in the labour force  (NILF) ,250.0153721
1996,Female,15-19 years,Unemployed,73.17997605
1996,Female,20-24 years,Employed full time,330.0411989
1996,Female,20-24 years,Employed part time,143.8524647
1996,Female,20-24 years,Not in the labour force  (NILF) ,146.9329578
1996,Female,20-24 years,Unemployed,60.77504531
1996,Female,25-29 years,Employed full time,334.9208148
1996,Female,25-29 years,Employed part time,123.6926858
1996,Female,25-29 years,Not in the labour force  (NILF) ,205.2846909
1996,Female,25-29 years,Unemployed,39.11547523
1996,Female,30-34 years,Employed full time,247.2912657
1996,Female,30-34 years,Employed part time,184.3878131
1996,Female,30-34 years,Not in the labour force  (NILF) ,252.7619364
1996,Female,30-34 years,Unemployed,34.89790157
1996,Female,35-39 years,Employed full time,241.8232922
1996,Female,35-39 years,Employed part time,227.3455049
1996,Female,35-39 years,Not in the labour force  (NILF) ,225.022558
1996,Female,35-39 years,Unemployed,31.70297821
1996,Female,40-44 years,Employed full time,276.2372518
1996,Female,40-44 years,Employed part time,198.7496456
1996,Female,40-44 years,Not in the labour force  (NILF) ,174.1718621
1996,Female,40-44 years,Unemployed,27.41274053
1996,Female,45-49 years,Employed full time,258.5958349
1996,Female,45-49 years,Employed part time,175.4077709
1996,Female,45-49 years,Not in the labour force  (NILF) ,175.1133776
1996,Female,45-49 years,Unemployed,25.91834989
1996,Female,50-54 years,Employed full time,171.5080022
1996,Female,50-54 years,Employed part time,116.5327433
1996,Female,50-54 years,Not in the labour force  (NILF) ,193.4889499
1996,Female,50-54 years,Unemployed,17.06972128
1996,Female,55-59 years,Employed full time,84.39979563
1996,Female,55-59 years,Employed part time,76.84707087
1996,Female,55-59 years,Not in the labour force  (NILF) ,235.269118
1996,Female,55-59 years,Unemployed,9.842182183
1996,Female,60-64 years,Employed full time,27.98597975
1996,Female,60-64 years,Employed part time,34.76955027
1996,Female,60-64 years,Not in the labour force  (NILF) ,291.9325492
1996,Female,60-64 years,Unemployed,1.250337483
1996,Female,15-24 years,Employed full time,413.7221205
1996,Female,15-24 years,Employed part time,356.0518617
1996,Female,15-24 years,Not in the labour force  (NILF) ,396.9483298
1996,Female,15-24 years,Unemployed,133.9550214
1996,Female,25-34 years,Employed full time,582.2120804
1996,Female,25-34 years,Employed part time,308.0804989
1996,Female,25-34 years,Not in the labour force  (NILF) ,458.0466273
1996,Female,25-34 years,Unemployed,74.01337678
1996,Female,35-44 years,Employed full time,518.060544
1996,Female,35-44 years,Employed part time,426.0951505
1996,Female,35-44 years,Not in the labour force  (NILF) ,399.1944201
1996,Female,35-44 years,Unemployed,59.11571873
1996,Female,45-54 years,Employed full time,430.1038371
1996,Female,45-54 years,Employed part time,291.9405142
1996,Female,45-54 years,Not in the labour force  (NILF) ,368.6023275
1996,Female,45-54 years,Unemployed,42.98807117
1996,Female,55-64 years,Employed full time,112.3857754
1996,Female,55-64 years,Employed part time,111.6166211
1996,Female,55-64 years,Not in the labour force  (NILF) ,527.2016672
1996,Female,55-64 years,Unemployed,11.09251968
1996,Female,65 years and over,Employed full time,10.3752421
1996,Female,65 years and over,Employed part time,22.42799587
1996,Female,65 years and over,Not in the labour force  (NILF) ,1204.302944
1996,Female,65 years and over,Unemployed,0.420818467
1997,Female,15-19 years,Employed full time,76.81815042
1997,Female,15-19 years,Employed part time,211.4218508
1997,Female,15-19 years,Not in the labour force  (NILF) ,263.9287115
1997,Female,15-19 years,Unemployed,67.32562059
1997,Female,20-24 years,Employed full time,301.6554322
1997,Female,20-24 years,Employed part time,149.2230279
1997,Female,20-24 years,Not in the labour force  (NILF) ,152.7535215
1997,Female,20-24 years,Unemployed,59.67893506
1997,Female,25-29 years,Employed full time,351.024968
1997,Female,25-29 years,Employed part time,124.1568772
1997,Female,25-29 years,Not in the labour force  (NILF) ,205.870906
1997,Female,25-29 years,Unemployed,38.42374884
1997,Female,30-34 years,Employed full time,247.4066611
1997,Female,30-34 years,Employed part time,182.7283746
1997,Female,30-34 years,Not in the labour force  (NILF) ,247.992269
1997,Female,30-34 years,Unemployed,33.14061198
1997,Female,35-39 years,Employed full time,247.3506709
1997,Female,35-39 years,Employed part time,224.8883807
1997,Female,35-39 years,Not in the labour force  (NILF) ,235.3128956
1997,Female,35-39 years,Unemployed,31.08655288
1997,Female,40-44 years,Employed full time,269.5167549
1997,Female,40-44 years,Employed part time,209.1680917
1997,Female,40-44 years,Not in the labour force  (NILF) ,178.6510898
1997,Female,40-44 years,Unemployed,31.106397
1997,Female,45-49 years,Employed full time,260.5680931
1997,Female,45-49 years,Employed part time,179.7688383
1997,Female,45-49 years,Not in the labour force  (NILF) ,173.0656796
1997,Female,45-49 years,Unemployed,27.52197233
1997,Female,50-54 years,Employed full time,182.9452153
1997,Female,50-54 years,Employed part time,137.037041
1997,Female,50-54 years,Not in the labour force  (NILF) ,196.8947517
1997,Female,50-54 years,Unemployed,18.62449208
1997,Female,55-59 years,Employed full time,87.0635422
1997,Female,55-59 years,Employed part time,79.62879133
1997,Female,55-59 years,Not in the labour force  (NILF) ,243.0517095
1997,Female,55-59 years,Unemployed,9.675123608
1997,Female,60-64 years,Employed full time,28.88376723
1997,Female,60-64 years,Employed part time,37.46720832
1997,Female,60-64 years,Not in the labour force  (NILF) ,294.8212962
1997,Female,60-64 years,Unemployed,1.11456165
1997,Female,15-24 years,Employed full time,378.4735827
1997,Female,15-24 years,Employed part time,360.6448787
1997,Female,15-24 years,Not in the labour force  (NILF) ,416.682233
1997,Female,15-24 years,Unemployed,127.0045556
1997,Female,25-34 years,Employed full time,598.431629
1997,Female,25-34 years,Employed part time,306.8852518
1997,Female,25-34 years,Not in the labour force  (NILF) ,453.863175
1997,Female,25-34 years,Unemployed,71.56436082
1997,Female,35-44 years,Employed full time,516.8674257
1997,Female,35-44 years,Employed part time,434.0564724
1997,Female,35-44 years,Not in the labour force  (NILF) ,413.9639854
1997,Female,35-44 years,Unemployed,62.19294988
1997,Female,45-54 years,Employed full time,443.5133084
1997,Female,45-54 years,Employed part time,316.8058793
1997,Female,45-54 years,Not in the labour force  (NILF) ,369.9604313
1997,Female,45-54 years,Unemployed,46.1464644
1997,Female,55-64 years,Employed full time,115.9473094
1997,Female,55-64 years,Employed part time,117.0959997
1997,Female,55-64 years,Not in the labour force  (NILF) ,537.8730057
1997,Female,55-64 years,Unemployed,10.78968526
1997,Female,65 years and over,Employed full time,10.82952362
1997,Female,65 years and over,Employed part time,24.98366358
1997,Female,65 years and over,Not in the labour force  (NILF) ,1223.257372
1997,Female,65 years and over,Unemployed,0.5229408
1998,Female,15-19 years,Employed full time,73.14745363
1998,Female,15-19 years,Employed part time,223.245425
1998,Female,15-19 years,Not in the labour force  (NILF) ,263.4973084
1998,Female,15-19 years,Unemployed,63.61522968
1998,Female,20-24 years,Employed full time,298.0928624
1998,Female,20-24 years,Employed part time,147.744371
1998,Female,20-24 years,Not in the labour force  (NILF) ,147.8504313
1998,Female,20-24 years,Unemployed,52.62225193
1998,Female,25-29 years,Employed full time,360.3494073
1998,Female,25-29 years,Employed part time,131.9313387
1998,Female,25-29 years,Not in the labour force  (NILF) ,201.2636364
1998,Female,25-29 years,Unemployed,33.15078417
1998,Female,30-34 years,Employed full time,251.9191998
1998,Female,30-34 years,Employed part time,178.8884283
1998,Female,30-34 years,Not in the labour force  (NILF) ,244.6964809
1998,Female,30-34 years,Unemployed,29.93755773
1998,Female,35-39 years,Employed full time,243.0667982
1998,Female,35-39 years,Employed part time,226.9507789
1998,Female,35-39 years,Not in the labour force  (NILF) ,246.219991
1998,Female,35-39 years,Unemployed,31.50101522
1998,Female,40-44 years,Employed full time,268.0762992
1998,Female,40-44 years,Employed part time,212.6204109
1998,Female,40-44 years,Not in the labour force  (NILF) ,188.5886737
1998,Female,40-44 years,Unemployed,29.64011613
1998,Female,45-49 years,Employed full time,266.2751898
1998,Female,45-49 years,Employed part time,184.1998533
1998,Female,45-49 years,Not in the labour force  (NILF) ,176.0130784
1998,Female,45-49 years,Unemployed,24.37646187
1998,Female,50-54 years,Employed full time,198.2323802
1998,Female,50-54 years,Employed part time,154.2222164
1998,Female,50-54 years,Not in the labour force  (NILF) ,200.904755
1998,Female,50-54 years,Unemployed,16.0737318
1998,Female,55-59 years,Employed full time,96.01948396
1998,Female,55-59 years,Employed part time,81.99970526
1998,Female,55-59 years,Not in the labour force  (NILF) ,245.09562
1998,Female,55-59 years,Unemployed,9.49677415
1998,Female,60-64 years,Employed full time,26.67793832
1998,Female,60-64 years,Employed part time,43.19678754
1998,Female,60-64 years,Not in the labour force  (NILF) ,299.1128214
1998,Female,60-64 years,Unemployed,2.083119425
1998,Female,15-24 years,Employed full time,371.240316
1998,Female,15-24 years,Employed part time,370.989796
1998,Female,15-24 years,Not in the labour force  (NILF) ,411.3477397
1998,Female,15-24 years,Unemployed,116.2374816
1998,Female,25-34 years,Employed full time,612.2686071
1998,Female,25-34 years,Employed part time,310.819767
1998,Female,25-34 years,Not in the labour force  (NILF) ,445.9601173
1998,Female,25-34 years,Unemployed,63.08834189
1998,Female,35-44 years,Employed full time,511.1430975
1998,Female,35-44 years,Employed part time,439.5711898
1998,Female,35-44 years,Not in the labour force  (NILF) ,434.8086647
1998,Female,35-44 years,Unemployed,61.14113133
1998,Female,45-54 years,Employed full time,464.50757
