Year,Gender,Age_Group,Employment_Status,Average_Employed
1989,Male,55-64 years,Unemployed total,28.10
1989,Male,15-64 years,Employed full time,4177.63
1989,Male,15-64 years,Employed part time,317.78
1989,Male,15-64 years,Employed total,4495.41
1989,Male,15-64 years,Not in the labour force  (NILF) ,862.13
1989,Male,15-64 years,Unemployed total,275.27
1989,Male,65 years and over,Employed full time,40.76
1989,Male,65 years and over,Employed part time,29.84
1989,Male,65 years and over,Not in the labour force  (NILF) ,713.90
1989,Male,65 years and over,Unemployed total,1.19
1990,Male,15-19 years,Employed full time,242.51
1990,Male,15-19 years,Employed part time,120.37
1990,Male,15-19 years,Employed total,362.88
1990,Male,15-19 years,Not in the labour force  (NILF) ,273.56
1990,Male,15-19 years,Unemployed total,72.43
1990,Male,20-24 years,Employed full time,485.04
1990,Male,20-24 years,Employed part time,55.57
1990,Male,20-24 years,Employed total,540.61
1990,Male,20-24 years,Not in the labour force  (NILF) ,68.49
1990,Male,20-24 years,Unemployed total,65.32
1990,Male,25-29 years,Employed full time,587.39
1990,Male,25-29 years,Employed part time,26.39
1990,Male,25-29 years,Employed total,613.79
1990,Male,25-29 years,Not in the labour force  (NILF) ,40.86
1990,Male,25-29 years,Unemployed total,46.00
1990,Male,30-34 years,Employed full time,592.94
1990,Male,30-34 years,Employed part time,22.89
1990,Male,30-34 years,Employed total,615.83
1990,Male,30-34 years,Not in the labour force  (NILF) ,36.61
1990,Male,30-34 years,Unemployed total,36.26
1990,Male,35-39 years,Employed full time,566.45
1990,Male,35-39 years,Employed part time,19.55
1990,Male,35-39 years,Employed total,586.00
1990,Male,35-39 years,Not in the labour force  (NILF) ,34.32
1990,Male,35-39 years,Unemployed total,28.11
1990,Male,40-44 years,Employed full time,559.51
1990,Male,40-44 years,Employed part time,17.51
1990,Male,40-44 years,Employed total,577.03
1990,Male,40-44 years,Not in the labour force  (NILF) ,37.27
1990,Male,40-44 years,Unemployed total,22.01
1990,Male,45-49 years,Employed full time,430.58
1990,Male,45-49 years,Employed part time,15.40
1990,Male,45-49 years,Employed total,445.97
1990,Male,45-49 years,Not in the labour force  (NILF) ,40.38
1990,Male,45-49 years,Unemployed total,16.78
1990,Male,50-54 years,Employed full time,336.07
1990,Male,50-54 years,Employed part time,17.16
1990,Male,50-54 years,Employed total,353.24
1990,Male,50-54 years,Not in the labour force  (NILF) ,52.45
1990,Male,50-54 years,Unemployed total,14.37
1990,Male,55-59 years,Employed full time,240.55
1990,Male,55-59 years,Employed part time,20.62
1990,Male,55-59 years,Employed total,261.17
1990,Male,55-59 years,Not in the labour force  (NILF) ,91.76
1990,Male,55-59 years,Unemployed total,14.38
1990,Male,60-64 years,Employed full time,143.93
1990,Male,60-64 years,Employed part time,26.62
1990,Male,60-64 years,Employed total,170.55
1990,Male,60-64 years,Not in the labour force  (NILF) ,181.28
1990,Male,60-64 years,Unemployed total,15.49
1990,Male,15-24 years,Employed full time,727.56
1990,Male,15-24 years,Employed part time,175.94
1990,Male,15-24 years,Employed total,903.50
1990,Male,15-24 years,Not in the labour force  (NILF) ,342.05
1990,Male,15-24 years,Unemployed total,137.75
1990,Male,25-34 years,Employed full time,1180.34
1990,Male,25-34 years,Employed part time,49.28
1990,Male,25-34 years,Employed total,1229.62
1990,Male,25-34 years,Not in the labour force  (NILF) ,77.47
1990,Male,25-34 years,Unemployed total,82.26
1990,Male,35-44 years,Employed full time,1125.96
1990,Male,35-44 years,Employed part time,37.06
1990,Male,35-44 years,Employed total,1163.02
1990,Male,35-44 years,Not in the labour force  (NILF) ,71.59
1990,Male,35-44 years,Unemployed total,50.12
1990,Male,45-54 years,Employed full time,766.65
1990,Male,45-54 years,Employed part time,32.56
1990,Male,45-54 years,Employed total,799.21
1990,Male,45-54 years,Not in the labour force  (NILF) ,92.83
1990,Male,45-54 years,Unemployed total,31.15
1990,Male,55-64 years,Employed full time,384.49
1990,Male,55-64 years,Employed part time,47.24
1990,Male,55-64 years,Employed total,431.73
1990,Male,55-64 years,Not in the labour force  (NILF) ,273.04
1990,Male,55-64 years,Unemployed total,29.86
1990,Male,15-64 years,Employed full time,4184.99
1990,Male,15-64 years,Employed part time,342.08
1990,Male,15-64 years,Employed total,4527.08
1990,Male,15-64 years,Not in the labour force  (NILF) ,856.98
1990,Male,15-64 years,Unemployed total,331.16
1990,Male,65 years and over,Employed full time,44.41
1990,Male,65 years and over,Employed part time,28.73
1990,Male,65 years and over,Not in the labour force  (NILF) ,735.60
1990,Male,65 years and over,Unemployed total,1.12
1991,Male,15-19 years,Employed full time,181.04
1991,Male,15-19 years,Employed part time,121.98
1991,Male,15-19 years,Employed total,303.01
1991,Male,15-19 years,Not in the labour force  (NILF) ,298.53
1991,Male,15-19 years,Unemployed total,90.46
1991,Male,20-24 years,Employed full time,454.49
1991,Male,20-24 years,Employed part time,60.44
1991,Male,20-24 years,Employed total,514.92
1991,Male,20-24 years,Not in the labour force  (NILF) ,81.41
1991,Male,20-24 years,Unemployed total,95.96
1991,Male,25-29 years,Employed full time,544.74
1991,Male,25-29 years,Employed part time,33.16
1991,Male,25-29 years,Employed total,577.90
1991,Male,25-29 years,Not in the labour force  (NILF) ,41.12
1991,Male,25-29 years,Unemployed total,71.59
1991,Male,30-34 years,Employed full time,586.06
1991,Male,30-34 years,Employed part time,27.08
1991,Male,30-34 years,Employed total,613.14
1991,Male,30-34 years,Not in the labour force  (NILF) ,35.12
1991,Male,30-34 years,Unemployed total,55.01
1991,Male,35-39 years,Employed full time,552.49
1991,Male,35-39 years,Employed part time,24.94
1991,Male,35-39 years,Employed total,577.43
1991,Male,35-39 years,Not in the labour force  (NILF) ,35.12
1991,Male,35-39 years,Unemployed total,44.50
1991,Male,40-44 years,Employed full time,549.00
1991,Male,40-44 years,Employed part time,20.36
1991,Male,40-44 years,Employed total,569.36
1991,Male,40-44 years,Not in the labour force  (NILF) ,41.37
1991,Male,40-44 years,Unemployed total,37.75
1991,Male,45-49 years,Employed full time,441.91
1991,Male,45-49 years,Employed part time,16.54
1991,Male,45-49 years,Employed total,458.45
1991,Male,45-49 years,Not in the labour force  (NILF) ,43.04
1991,Male,45-49 years,Unemployed total,25.61
1991,Male,50-54 years,Employed full time,333.30
1991,Male,50-54 years,Employed part time,19.98
1991,Male,50-54 years,Employed total,353.29
1991,Male,50-54 years,Not in the labour force  (NILF) ,57.59
1991,Male,50-54 years,Unemployed total,22.22
1991,Male,55-59 years,Employed full time,225.37
1991,Male,55-59 years,Employed part time,23.51
1991,Male,55-59 years,Employed total,248.88
1991,Male,55-59 years,Not in the labour force  (NILF) ,96.87
1991,Male,55-59 years,Unemployed total,22.40
1991,Male,60-64 years,Employed full time,134.86
1991,Male,60-64 years,Employed part time,25.98
1991,Male,60-64 years,Employed total,160.84
1991,Male,60-64 years,Not in the labour force  (NILF) ,184.10
1991,Male,60-64 years,Unemployed total,21.22
1991,Male,15-24 years,Employed full time,635.52
1991,Male,15-24 years,Employed part time,182.42
1991,Male,15-24 years,Employed total,817.94
1991,Male,15-24 years,Not in the labour force  (NILF) ,379.95
1991,Male,15-24 years,Unemployed total,186.42
1991,Male,25-34 years,Employed full time,1130.80
1991,Male,25-34 years,Employed part time,60.24
1991,Male,25-34 years,Employed total,1191.03
1991,Male,25-34 years,Not in the labour force  (NILF) ,76.24
1991,Male,25-34 years,Unemployed total,126.60
1991,Male,35-44 years,Employed full time,1101.49
1991,Male,35-44 years,Employed part time,45.30
1991,Male,35-44 years,Employed total,1146.79
1991,Male,35-44 years,Not in the labour force  (NILF) ,76.49
1991,Male,35-44 years,Unemployed total,82.25
1991,Male,45-54 years,Employed full time,775.22
1991,Male,45-54 years,Employed part time,36.52
1991,Male,45-54 years,Employed total,811.74
1991,Male,45-54 years,Not in the labour force  (NILF) ,100.63
1991,Male,45-54 years,Unemployed total,47.83
1991,Male,55-64 years,Employed full time,360.22
1991,Male,55-64 years,Employed part time,49.49
1991,Male,55-64 years,Employed total,409.72
1991,Male,55-64 years,Not in the labour force  (NILF) ,280.98
1991,Male,55-64 years,Unemployed total,43.62
1991,Male,15-64 years,Employed full time,4003.25
1991,Male,15-64 years,Employed part time,373.97
1991,Male,15-64 years,Employed total,4377.22
1991,Male,15-64 years,Not in the labour force  (NILF) ,914.28
1991,Male,15-64 years,Unemployed total,486.71
1991,Male,65 years and over,Employed full time,44.66
1991,Male,65 years and over,Employed part time,27.64
1991,Male,65 years and over,Not in the labour force  (NILF) ,763.01
1991,Male,65 years and over,Unemployed total,1.52
1992,Male,15-19 years,Employed full time,153.03
1992,Male,15-19 years,Employed part time,126.34
1992,Male,15-19 years,Employed total,279.37
1992,Male,15-19 years,Not in the labour force  (NILF) ,298.59
1992,Male,15-19 years,Unemployed total,94.76
1992,Male,20-24 years,Employed full time,438.08
1992,Male,20-24 years,Employed part time,72.92
1992,Male,20-24 years,Employed total,510.99
1992,Male,20-24 years,Not in the labour force  (NILF) ,85.24
1992,Male,20-24 years,Unemployed total,112.37
1992,Male,25-29 years,Employed full time,519.58
1992,Male,25-29 years,Employed part time,38.23
1992,Male,25-29 years,Employed total,557.82
1992,Male,25-29 years,Not in the labour force  (NILF) ,43.96
1992,Male,25-29 years,Unemployed total,79.59
1992,Male,30-34 years,Employed full time,577.60
1992,Male,30-34 years,Employed part time,31.83
1992,Male,30-34 years,Employed total,609.43
1992,Male,30-34 years,Not in the labour force  (NILF) ,41.69
1992,Male,30-34 years,Unemployed total,63.40
1992,Male,35-39 years,Employed full time,546.94
1992,Male,35-39 years,Employed part time,28.83
1992,Male,35-39 years,Employed total,575.77
1992,Male,35-39 years,Not in the labour force  (NILF) ,40.02
1992,Male,35-39 years,Unemployed total,51.90
1992,Male,40-44 years,Employed full time,535.40
1992,Male,40-44 years,Employed part time,25.30
1992,Male,40-44 years,Employed total,560.70
1992,Male,40-44 years,Not in the labour force  (NILF) ,44.62
1992,Male,40-44 years,Unemployed total,42.62
1992,Male,45-49 years,Employed full time,456.99
1992,Male,45-49 years,Employed part time,20.82
1992,Male,45-49 years,Employed total,477.80
1992,Male,45-49 years,Not in the labour force  (NILF) ,48.49
1992,Male,45-49 years,Unemployed total,33.57
1992,Male,50-54 years,Employed full time,334.50
1992,Male,50-54 years,Employed part time,19.96
1992,Male,50-54 years,Employed total,354.46
1992,Male,50-54 years,Not in the labour force  (NILF) ,62.22
1992,Male,50-54 years,Unemployed total,27.78
1992,Male,55-59 years,Employed full time,221.30
1992,Male,55-59 years,Employed part time,24.89
1992,Male,55-59 years,Employed total,246.19
1992,Male,55-59 years,Not in the labour force  (NILF) ,100.21
1992,Male,55-59 years,Unemployed total,27.86
1992,Male,60-64 years,Employed full time,126.65
1992,Male,60-64 years,Employed part time,26.87
1992,Male,60-64 years,Employed total,153.52
1992,Male,60-64 years,Not in the labour force  (NILF) ,182.80
1992,Male,60-64 years,Unemployed total,25.65
1992,Male,15-24 years,Employed full time,591.11
1992,Male,15-24 years,Employed part time,199.25
1992,Male,15-24 years,Employed total,790.36
1992,Male,15-24 years,Not in the labour force  (NILF) ,383.83
1992,Male,15-24 years,Unemployed total,207.13
1992,Male,25-34 years,Employed full time,1097.19
1992,Male,25-34 years,Employed part time,70.06
1992,Male,25-34 years,Employed total,1167.25
1992,Male,25-34 years,Not in the labour force  (NILF) ,85.65
1992,Male,25-34 years,Unemployed total,142.98
1992,Male,35-44 years,Employed full time,1082.33
1992,Male,35-44 years,Employed part time,54.13
1992,Male,35-44 years,Employed total,1136.47
1992,Male,35-44 years,Not in the labour force  (NILF) ,84.64
1992,Male,35-44 years,Unemployed total,94.52
1992,Male,45-54 years,Employed full time,791.48
1992,Male,45-54 years,Employed part time,40.78
1992,Male,45-54 years,Employed total,832.26
1992,Male,45-54 years,Not in the labour force  (NILF) ,110.71
1992,Male,45-54 years,Unemployed total,61.35
1992,Male,55-64 years,Employed full time,347.95
1992,Male,55-64 years,Employed part time,51.76
1992,Male,55-64 years,Employed total,399.71
1992,Male,55-64 years,Not in the labour force  (NILF) ,283.01
1992,Male,55-64 years,Unemployed total,53.51
1992,Male,15-64 years,Employed full time,3910.06
1992,Male,15-64 years,Employed part time,415.99
1992,Male,15-64 years,Employed total,4326.05
1992,Male,15-64 years,Not in the labour force  (NILF) ,947.85
1992,Male,15-64 years,Unemployed total,559.49
1992,Male,65 years and over,Employed full time,46.53
1992,Male,65 years and over,Employed part time,29.70
1992,Male,65 years and over,Not in the labour force  (NILF) ,783.98
1992,Male,65 years and over,Unemployed total,1.79
1993,Male,15-19 years,Employed full time,151.07
1993,Male,15-19 years,Employed part time,120.75
1993,Male,15-19 years,Employed total,271.82
1993,Male,15-19 years,Not in the labour force  (NILF) ,298.93
1993,Male,15-19 years,Unemployed total,86.92
1993,Male,20-24 years,Employed full time,444.34
1993,Male,20-24 years,Employed part time,73.54
1993,Male,20-24 years,Employed total,517.87
1993,Male,20-24 years,Not in the labour force  (NILF) ,90.28
1993,Male,20-24 years,Unemployed total,107.00
1993,Male,25-29 years,Employed full time,511.66
1993,Male,25-29 years,Employed part time,36.53
1993,Male,25-29 years,Employed total,548.19
1993,Male,25-29 years,Not in the labour force  (NILF) ,44.71
1993,Male,25-29 years,Unemployed total,80.46
1993,Male,30-34 years,Employed full time,575.27
1993,Male,30-34 years,Employed part time,34.54
1993,Male,30-34 years,Employed total,609.81
1993,Male,30-34 years,Not in the labour force  (NILF) ,47.30
1993,Male,30-34 years,Unemployed total,62.81
1993,Male,35-39 years,Employed full time,549.80
1993,Male,35-39 years,Employed part time,29.22
1993,Male,35-39 years,Employed total,579.02
1993,Male,35-39 years,Not in the labour force  (NILF) ,42.18
1993,Male,35-39 years,Unemployed total,56.31
1993,Male,40-44 years,Employed full time,533.71
1993,Male,40-44 years,Employed part time,23.53
1993,Male,40-44 years,Employed total,557.24
1993,Male,40-44 years,Not in the labour force  (NILF) ,42.93
1993,Male,40-44 years,Unemployed total,47.85
1993,Male,45-49 years,Employed full time,474.32
1993,Male,45-49 years,Employed part time,24.57
1993,Male,45-49 years,Employed total,498.89
1993,Male,45-49 years,Not in the labour force  (NILF) ,54.00
1993,Male,45-49 years,Unemployed total,38.82
1993,Male,50-54 years,Employed full time,342.75
1993,Male,50-54 years,Employed part time,21.96
1993,Male,50-54 years,Employed total,364.71
1993,Male,50-54 years,Not in the labour force  (NILF) ,61.06
1993,Male,50-54 years,Unemployed total,29.70
1993,Male,55-59 years,Employed full time,218.96
1993,Male,55-59 years,Employed part time,22.40
1993,Male,55-59 years,Employed total,241.36
1993,Male,55-59 years,Not in the labour force  (NILF) ,109.06
1993,Male,55-59 years,Unemployed total,32.79
1993,Male,60-64 years,Employed full time,119.39
1993,Male,60-64 years,Employed part time,24.80
1993,Male,60-64 years,Employed total,144.19
1993,Male,60-64 years,Not in the labour force  (NILF) ,184.71
1993,Male,60-64 years,Unemployed total,28.42
1993,Male,15-24 years,Employed full time,595.40
1993,Male,15-24 years,Employed part time,194.29
1993,Male,15-24 years,Employed total,789.69
1993,Male,15-24 years,Not in the labour force  (NILF) ,389.21
1993,Male,15-24 years,Unemployed total,193.92
1993,Male,25-34 years,Employed full time,1086.93
1993,Male,25-34 years,Employed part time,71.07
1993,Male,25-34 years,Employed total,1158.00
1993,Male,25-34 years,Not in the labour force  (NILF) ,92.01
1993,Male,25-34 years,Unemployed total,143.27
1993,Male,35-44 years,Employed full time,1083.51
1993,Male,35-44 years,Employed part time,52.75
1993,Male,35-44 years,Employed total,1136.26
1993,Male,35-44 years,Not in the labour force  (NILF) ,85.11
1993,Male,35-44 years,Unemployed total,104.16
1993,Male,45-54 years,Employed full time,817.07
1993,Male,45-54 years,Employed part time,46.53
1993,Male,45-54 years,Employed total,863.59
1993,Male,45-54 years,Not in the labour force  (NILF) ,115.06
1993,Male,45-54 years,Unemployed total,68.52
1993,Male,55-64 years,Employed full time,338.35
1993,Male,55-64 years,Employed part time,47.20
1993,Male,55-64 years,Employed total,385.55
1993,Male,55-64 years,Not in the labour force  (NILF) ,293.77
1993,Male,55-64 years,Unemployed total,61.21
1993,Male,15-64 years,Employed full time,3921.27
1993,Male,15-64 years,Employed part time,411.84
1993,Male,15-64 years,Employed total,4333.10
1993,Male,15-64 years,Not in the labour force  (NILF) ,975.15
1993,Male,15-64 years,Unemployed total,571.08
1993,Male,65 years and over,Employed full time,42.34
1993,Male,65 years and over,Employed part time,27.86
1993,Male,65 years and over,Not in the labour force  (NILF) ,814.57
1993,Male,65 years and over,Unemployed total,1.65
1994,Male,15-19 years,Employed full time,150.68
1994,Male,15-19 years,Employed part time,137.97
1994,Male,15-19 years,Employed total,288.65
1994,Male,15-19 years,Not in the labour force  (NILF) ,277.58
1994,Male,15-19 years,Unemployed total,82.31
1994,Male,20-24 years,Employed full time,448.28
1994,Male,20-24 years,Employed part time,83.83
1994,Male,20-24 years,Employed total,532.11
1994,Male,20-24 years,Not in the labour force  (NILF) ,91.15
1994,Male,20-24 years,Unemployed total,90.87
1994,Male,25-29 years,Employed full time,522.19
1994,Male,25-29 years,Employed part time,35.06
1994,Male,25-29 years,Employed total,557.25
1994,Male,25-29 years,Not in the labour force  (NILF) ,47.82
1994,Male,25-29 years,Unemployed total,66.64
1994,Male,30-34 years,Employed full time,581.96
1994,Male,30-34 years,Employed part time,32.82
1994,Male,30-34 years,Employed total,614.78
1994,Male,30-34 years,Not in the labour force  (NILF) ,50.09
1994,Male,30-34 years,Unemployed total,57.44
1994,Male,35-39 years,Employed full time,560.56
1994,Male,35-39 years,Employed part time,31.60
1994,Male,35-39 years,Employed total,592.17
1994,Male,35-39 years,Not in the labour force  (NILF) ,49.83
1994,Male,35-39 years,Unemployed total,45.77
1994,Male,40-44 years,Employed full time,536.43
1994,Male,40-44 years,Employed part time,25.48
1994,Male,40-44 years,Employed total,561.91
1994,Male,40-44 years,Not in the labour force  (NILF) ,49.86
1994,Male,40-44 years,Unemployed total,40.97
1994,Male,45-49 years,Employed full time,496.61
1994,Male,45-49 years,Employed part time,26.38
1994,Male,45-49 years,Employed total,522.99
1994,Male,45-49 years,Not in the labour force  (NILF) ,55.63
1994,Male,45-49 years,Unemployed total,34.37
1994,Male,50-54 years,Employed full time,352.52
1994,Male,50-54 years,Employed part time,23.08
1994,Male,50-54 years,Employed total,375.60
1994,Male,50-54 years,Not in the labour force  (NILF) ,67.78
1994,Male,50-54 years,Unemployed total,29.90
1994,Male,55-59 years,Employed full time,232.09
1994,Male,55-59 years,Employed part time,25.43
1994,Male,55-59 years,Employed total,257.51
1994,Male,55-59 years,Not in the labour force  (NILF) ,105.39
1994,Male,55-59 years,Unemployed total,30.42
1994,Male,60-64 years,Employed full time,122.67
1994,Male,60-64 years,Employed part time,25.94
1994,Male,60-64 years,Employed total,148.61
1994,Male,60-64 years,Not in the labour force  (NILF) ,183.12
1994,Male,60-64 years,Unemployed total,22.39
1994,Male,15-24 years,Employed full time,598.96
1994,Male,15-24 years,Employed part time,221.80
1994,Male,15-24 years,Employed total,820.76
1994,Male,15-24 years,Not in the labour force  (NILF) ,368.73
1994,Male,15-24 years,Unemployed total,173.18
1994,Male,25-34 years,Employed full time,1104.15
1994,Male,25-34 years,Employed part time,67.88
1994,Male,25-34 years,Employed total,1172.03
1994,Male,25-34 years,Not in the labour force  (NILF) ,97.91
1994,Male,25-34 years,Unemployed total,124.08
1994,Male,35-44 years,Employed full time,1096.99
1994,Male,35-44 years,Employed part time,57.08
1994,Male,35-44 years,Employed total,1154.07
1994,Male,35-44 years,Not in the labour force  (NILF) ,99.69
1994,Male,35-44 years,Unemployed total,86.74
1994,Male,45-54 years,Employed full time,849.14
1994,Male,45-54 years,Employed part time,49.46
1994,Male,45-54 years,Employed total,898.59
1994,Male,45-54 years,Not in the labour force  (NILF) ,123.40
1994,Male,45-54 years,Unemployed total,64.27
1994,Male,55-64 years,Employed full time,354.76
1994,Male,55-64 years,Employed part time,51.36
1994,Male,55-64 years,Employed total,406.13
1994,Male,55-64 years,Not in the labour force  (NILF) ,288.52
1994,Male,55-64 years,Unemployed total,52.81
1994,Male,15-64 years,Employed full time,4004.00
1994,Male,15-64 years,Employed part time,447.58
1994,Male,15-64 years,Employed total,4451.58
1994,Male,15-64 years,Not in the labour force  (NILF) ,978.25
1994,Male,15-64 years,Unemployed total,501.08
1994,Male,65 years and over,Employed full time,47.73
1994,Male,65 years and over,Employed part time,32.92
1994,Male,65 years and over,Not in the labour force  (NILF) ,826.93
1994,Male,65 years and over,Unemployed total,1.52
1995,Male,15-19 years,Employed full time,155.04
1995,Male,15-19 years,Employed part time,141.65
1995,Male,15-19 years,Employed total,296.69
1995,Male,15-19 years,Not in the labour force  (NILF) ,272.14
1995,Male,15-19 years,Unemployed total,76.17
1995,Male,20-24 years,Employed full time,462.20
1995,Male,20-24 years,Employed part time,82.58
1995,Male,20-24 years,Employed total,544.78
1995,Male,20-24 years,Not in the labour force  (NILF) ,84.02
1995,Male,20-24 years,Unemployed total,78.62
1995,Male,25-29 years,Employed full time,533.01
1995,Male,25-29 years,Employed part time,39.38
1995,Male,25-29 years,Employed total,572.39
1995,Male,25-29 years,Not in the labour force  (NILF) ,48.32
1995,Male,25-29 years,Unemployed total,59.65
1995,Male,30-34 years,Employed full time,587.55
1995,Male,30-34 years,Employed part time,32.64
1995,Male,30-34 years,Employed total,620.18
1995,Male,30-34 years,Not in the labour force  (NILF) ,49.26
1995,Male,30-34 years,Unemployed total,48.27
1995,Male,35-39 years,Employed full time,572.60
1995,Male,35-39 years,Employed part time,32.57
1995,Male,35-39 years,Employed total,605.17
1995,Male,35-39 years,Not in the labour force  (NILF) ,51.32
1995,Male,35-39 years,Unemployed total,45.71
1995,Male,40-44 years,Employed full time,542.71
1995,Male,40-44 years,Employed part time,30.88
1995,Male,40-44 years,Employed total,573.58
1995,Male,40-44 years,Not in the labour force  (NILF) ,49.32
1995,Male,40-44 years,Unemployed total,36.54
1995,Male,45-49 years,Employed full time,516.94
1995,Male,45-49 years,Employed part time,27.93
1995,Male,45-49 years,Employed total,544.87
1995,Male,45-49 years,Not in the labour force  (NILF) ,55.05
1995,Male,45-49 years,Unemployed total,31.38
1995,Male,50-54 years,Employed full time,375.79
1995,Male,50-54 years,Employed part time,23.70
1995,Male,50-54 years,Employed total,399.49
1995,Male,50-54 years,Not in the labour force  (NILF) ,68.31
1995,Male,50-54 years,Unemployed total,26.18
1995,Male,55-59 years,Employed full time,241.91
1995,Male,55-59 years,Employed part time,29.08
1995,Male,55-59 years,Employed total,270.99
1995,Male,55-59 years,Not in the labour force  (NILF) ,105.49
1995,Male,55-59 years,Unemployed total,28.97
1995,Male,60-64 years,Employed full time,123.89
1995,Male,60-64 years,Employed part time,27.41
1995,Male,60-64 years,Employed total,151.30
1995,Male,60-64 years,Not in the labour force  (NILF) ,186.89
1995,Male,60-64 years,Unemployed total,14.07
1995,Male,15-24 years,Employed full time,617.24
1995,Male,15-24 years,Employed part time,224.22
1995,Male,15-24 years,Employed total,841.46
1995,Male,15-24 years,Not in the labour force  (NILF) ,356.16
1995,Male,15-24 years,Unemployed total,154.79
1995,Male,25-34 years,Employed full time,1120.55
1995,Male,25-34 years,Employed part time,72.02
1995,Male,25-34 years,Employed total,1192.57
1995,Male,25-34 years,Not in the labour force  (NILF) ,97.58
1995,Male,25-34 years,Unemployed total,107.92
1995,Male,35-44 years,Employed full time,1115.31
1995,Male,35-44 years,Employed part time,63.44
1995,Male,35-44 years,Employed total,1178.75
1995,Male,35-44 years,Not in the labour force  (NILF) ,100.64
1995,Male,35-44 years,Unemployed total,82.25
1995,Male,45-54 years,Employed full time,892.73
1995,Male,45-54 years,Employed part time,51.63
1995,Male,45-54 years,Employed total,944.36
1995,Male,45-54 years,Not in the labour force  (NILF) ,123.37
1995,Male,45-54 years,Unemployed total,57.56
1995,Male,55-64 years,Employed full time,365.79
1995,Male,55-64 years,Employed part time,56.49
1995,Male,55-64 years,Employed total,422.28
1995,Male,55-64 years,Not in the labour force  (NILF) ,292.38
1995,Male,55-64 years,Unemployed total,43.04
1995,Male,15-64 years,Employed full time,4111.62
1995,Male,15-64 years,Employed part time,467.81
1995,Male,15-64 years,Employed total,4579.43
1995,Male,15-64 years,Not in the labour force  (NILF) ,970.13
1995,Male,15-64 years,Unemployed total,445.55
1995,Male,65 years and over,Employed full time,50.76
1995,Male,65 years and over,Employed part time,35.12
1995,Male,65 years and over,Not in the labour force  (NILF) ,843.98
1995,Male,65 years and over,Unemployed total,1.37
1996,Male,15-19 years,Employed full time,150.82
1996,Male,15-19 years,Employed part time,149.70
1996,Male,15-19 years,Employed total,300.52
1996,Male,15-19 years,Not in the labour force  (NILF) ,263.90
1996,Male,15-19 years,Unemployed total,82.87
1996,Male,20-24 years,Employed full time,435.98
1996,Male,20-24 years,Employed part time,89.08
1996,Male,20-24 years,Employed total,525.06
1996,Male,20-24 years,Not in the labour force  (NILF) ,87.02
1996,Male,20-24 years,Unemployed total,79.20
1996,Male,25-29 years,Employed full time,551.95
1996,Male,25-29 years,Employed part time,40.83
1996,Male,25-29 years,Employed total,592.78
1996,Male,25-29 years,Not in the labour force  (NILF) ,49.99
1996,Male,25-29 years,Unemployed total,54.50
1996,Male,30-34 years,Employed full time,580.36
1996,Male,30-34 years,Employed part time,34.91
1996,Male,30-34 years,Employed total,615.27
1996,Male,30-34 years,Not in the labour force  (NILF) ,46.98
1996,Male,30-34 years,Unemployed total,46.03
1996,Male,35-39 years,Employed full time,587.74
1996,Male,35-39 years,Employed part time,34.02
1996,Male,35-39 years,Employed total,621.76
1996,Male,35-39 years,Not in the labour force  (NILF) ,50.42
1996,Male,35-39 years,Unemployed total,44.69
1996,Male,40-44 years,Employed full time,548.84
1996,Male,40-44 years,Employed part time,32.03
1996,Male,40-44 years,Employed total,580.88
1996,Male,40-44 years,Not in the labour force  (NILF) ,52.53
1996,Male,40-44 years,Unemployed total,35.94
1996,Male,45-49 years,Employed full time,518.94
1996,Male,45-49 years,Employed part time,31.39
1996,Male,45-49 years,Employed total,550.33
1996,Male,45-49 years,Not in the labour force  (NILF) ,60.66
1996,Male,45-49 years,Unemployed total,35.55
1996,Male,50-54 years,Employed full time,391.46
1996,Male,50-54 years,Employed part time,26.03
1996,Male,50-54 years,Employed total,417.49
1996,Male,50-54 years,Not in the labour force  (NILF) ,72.71
1996,Male,50-54 years,Unemployed total,27.43
1996,Male,55-59 years,Employed full time,248.22
1996,Male,55-59 years,Employed part time,27.95
1996,Male,55-59 years,Employed total,276.16
1996,Male,55-59 years,Not in the labour force  (NILF) ,114.13
1996,Male,55-59 years,Unemployed total,28.12
1996,Male,60-64 years,Employed full time,122.71
1996,Male,60-64 years,Employed part time,25.73
1996,Male,60-64 years,Employed total,148.44
1996,Male,60-64 years,Not in the labour force  (NILF) ,190.73
1996,Male,60-64 years,Unemployed total,14.02
1996,Male,15-24 years,Employed full time,586.80
1996,Male,15-24 years,Employed part time,238.79
1996,Male,15-24 years,Employed total,825.58
1996,Male,15-24 years,Not in the labour force  (NILF) ,350.92
1996,Male,15-24 years,Unemployed total,162.07
1996,Male,25-34 years,Employed full time,1132.31
1996,Male,25-34 years,Employed part time,75.74
1996,Male,25-34 years,Employed total,1208.04
1996,Male,25-34 years,Not in the labour force  (NILF) ,96.97
1996,Male,25-34 years,Unemployed total,100.53
1996,Male,35-44 years,Employed full time,1136.58
1996,Male,35-44 years,Employed part time,66.05
1996,Male,35-44 years,Employed total,1202.64
1996,Male,35-44 years,Not in the labour force  (NILF) ,102.95
1996,Male,35-44 years,Unemployed total,80.63
1996,Male,45-54 years,Employed full time,910.40
1996,Male,45-54 years,Employed part time,57.42
1996,Male,45-54 years,Employed total,967.83
1996,Male,45-54 years,Not in the labour force  (NILF) ,133.37
1996,Male,45-54 years,Unemployed total,62.98
